Time	Throughput
734	22245
735	24083
737	22535
738	22793
739	130481
740	142441
741	178682
742	140758
743	164281
744	123674
745	126554
748	24648
749	153154
750	156672
751	139267
752	130492
753	141364
754	131200
756	145375
757	145220
758	145030
760	28972
761	772
762	154921
763	178425
764	191619
766	200768
767	147851
768	145593
769	153671
770	166998
771	168940
772	160558
773	124687
776	44391
777	200910
778	230524
779	216553
780	202221
781	192612
782	223292
783	205049
784	216263
785	206101
788	58202
789	252
790	26606
791	26777
792	26000
793	25017
794	26713
795	104707
796	186188
797	222446
799	228073
800	229565
801	251095
802	7012
803	5195
804	72266
805	216869
806	233890
807	195173
808	227857
809	179698
810	242741
812	212631
813	207496
815	129600
817	21399
818	172773
819	270399
820	155975
821	252150
822	258326
824	250908
825	236238
826	230572
827	261877
829	104200
831	50832
832	194037
833	229072
834	198872
835	216330
837	187942
838	242831
839	203156
840	186352
841	194371
843	21377
844	21377
845	206980
846	162270
847	198804
848	178065
850	177822
851	196640
852	205723
853	193826
854	165743
855	200255
856	199880
858	5916
860	19189
861	19356
862	20138
863	47784
864	199570
865	170018
866	176798
867	224159
868	163320
871	62805
873	15910
874	18716
875	68893
876	197139
877	188291
878	209196
880	247336
881	150439
882	178027
883	160552
884	187665
886	6473
887	114600
888	223735
890	157737
891	186943
892	136027
893	150874
894	141571
895	181076
896	150219
897	156482
898	51873
901	14869
902	20347
903	30994
904	81487
905	82034
906	64476
907	80159
908	79162
910	80641
911	71327
912	109286
914	11040
915	54182
916	123348
917	90083
918	81368
920	87486
921	88451
922	88202
923	87387
924	85656
926	29373
927	15
929	56852
930	94113
931	105462
932	100139
933	97341
934	83673
935	73065
936	75283
937	78848
940	86269
942	10627
943	15507
944	51185
945	80136
946	77513
948	71326
949	73591
950	88094
951	67871
952	80717
953	88837
954	19171
955	2318
956	15625
958	14769
959	35947
960	71399
961	52656
962	67645
963	78558
964	77565
965	71280
968	49198
970	21526
971	45202
972	48338
973	42510
974	44233
975	51358
977	49494
978	40608
979	42044
980	35950
981	38255
982	5706
983	4502
984	12662
985	31575
987	44731
988	39410
989	46879
990	42391
991	49846
992	41499
993	54323
994	49465
995	14559
998	13618
999	13878
1000	13184
1001	13310
1002	19231
1003	39320
1004	59374
1005	61004
1007	54678
1008	49582
1009	43142
1011	4572
1012	8902
1013	13985
1014	13323
1015	13666
1017	13726
1018	13774
1019	11703
1020	12207
1021	12473
1023	5043
1024	5043
1025	11699
1027	12684
1028	12702
1029	14104
1030	14447
1031	13406
1032	11983
1033	13797
1034	14625
1037	13479
1039	6009
1040	17633
1041	17141
1042	17464
1043	17001
1044	16129
1046	17753
1047	53355
1048	54222
1049	60356
1051	26592
1052	555
1053	16204
1054	15290
1056	16467
1057	15947
1058	15942
1059	17736
1060	17477
1061	18578
1062	14250
1063	16783
1065	11785
1067	7228
1068	16855
1069	17305
1070	16437
1071	17008
1072	15662
1073	15635
1075	15925
1076	45092
1077	53313
1079	18174
1080	1954
1081	16856
1082	16688
1083	16804
1085	15760
1086	18625
1087	51804
1088	59668
1089	67672
1090	47574
1091	70157
1092	44330
1095	9948
1096	14849
1097	15194
1098	16600
1099	16146
1100	27509
1101	71250
1102	74527
1104	72880
1105	78961
1107	19932
1108	2385
1109	13227
1110	15121
1111	15420
1112	29359
1114	43828
1115	47332
1116	49352
1117	51360
1118	52491
1119	39189
1120	17953
1122	10505
1123	14713
1125	16778
1126	14718
1127	15394
1128	15848
1129	13864
1130	15921
1131	15334
1132	15331
1134	9963
1136	4289
1137	36792
1138	45122
1139	36258
1140	30977
1141	38816
1143	21147
1144	40042
1145	33397
1146	43081
1148	25025
1149	53
1150	10704
1151	15543
1152	14413
1154	14300
1155	27009
1156	37154
1157	48053
1158	70341
1159	53205
1160	66550
1161	55723
1164	4871
1165	14047
1166	14586
1167	14651
1168	13043
1169	14972
1170	13622
1171	15003
1172	15256
1174	15478
1176	4560
1178	12906
1179	12763
1180	11940
1181	11207
1182	17286
1184	27144
1185	39704
1186	53162
1187	39708
1188	38164
1189	25920
1191	2742
1192	26812
1194	29932
1195	34294
1196	24840
1197	32022
1198	35979
1199	27730
1200	31222
1201	25624
1202	24747
1204	10053
1206	11351
1207	10949
1208	8266
1209	20936
1210	30093
1211	28969
1213	35082
1214	35760
1215	27844
1216	44870
1217	40117
1219	5798
1220	14525
1221	38206
1223	43748
1224	18544
1225	26102
1226	25752
1227	7446
1228	67
1229	22
1230	111
1232	55
1233	22
1235	22
1236	44
1237	100
1238	221
1239	446
1241	189
1247	114
1248	616
1250	1702
1251	3283
1252	7430
1253	10088
1254	9554
1255	14375
1256	13682
1257	9026
1258	9557
1260	6116
1261	353
1262	22
1263	11
1271	279
1272	412
1274	168
1275	168
1277	1396
1278	580
1279	167
1280	44
1281	44
1282	44
1283	44
1284	44
1285	44
1288	11
1289	55
1298	34
1299	211
1300	581
1301	1373
1303	66
1304	23
1305	380
1306	618
1307	111
1308	145
1309	1235
1310	33
1311	145
1313	133
1314	122
1315	44
1317	22
1319	46
1320	55
1321	34
1324	27
1330	7082
1333	114
1335	3336
1336	3437
1337	1446
1340	11
1346	336
1347	1732
1349	1319
1350	166
1351	78
1352	268
1353	445
1354	167
1355	234
1357	535
1359	22
