Time	Throughput
2836	702
2837	535
2838	982
2839	1214
2842	440
2843	59
2844	357
2845	434
2846	357
2847	368
2849	78
2850	78
2851	67
2852	89
2853	33
2861	2132
2863	55
2864	9175
2865	13829
2866	19051
2867	18347
2869	16047
2871	8778
2872	46672
2873	177097
2874	220019
2876	252345
2877	250604
2878	289095
2879	259671
2880	244061
2881	237238
2882	218967
2885	6952
2886	18496
2887	18146
2888	50229
2889	75892
2890	115907
2892	162454
2893	148029
2894	183876
2895	184955
2896	119372
2898	2679
2899	9930
2900	18593
2901	18964
2902	18790
2903	18916
2905	20218
2906	18426
2907	19471
2908	47004
2909	131535
2910	78627
2913	20659
2914	23323
2915	23677
2916	24325
2917	25205
2919	23600
2920	23710
2921	24244
2922	24364
2923	23744
2925	23033
2926	23033
2927	58782
2928	84678
2929	121105
2930	227557
2932	236301
2933	253515
2934	272324
2935	261105
2936	283492
2937	285537
2938	239558
2941	23143
2942	29679
2943	30732
2944	29098
2945	138937
2946	170759
2948	153994
2949	167329
2950	167972
2952	93352
2955	215308
2956	261025
2957	257446
2958	280552
2959	211629
2960	211237
2961	245778
2962	239494
2963	236616
2966	200156
2968	11824
2969	19271
2970	20049
2972	20163
2973	20106
2974	19319
2975	20186
2976	19844
2977	83987
2980	45139
2982	20103
2983	30873
2985	30622
2986	31921
2987	28849
2988	29849
2989	31931
2991	31126
2992	30127
2994	7210
2995	2574
2996	18030
2998	18002
2999	88337
3000	230002
3001	277629
3002	223237
3003	245576
3004	253755
3006	183606
3008	66691
3009	66691
3010	22955
3011	111987
3012	238715
3014	227227
3015	234669
3016	170711
3017	213480
3018	250442
3019	223698
3020	239565
3021	107376
3024	18158
3025	17914
3026	27624
3027	70223
3028	88387
3030	166272
3031	192828
3032	156786
3033	127009
3034	157975
3035	145770
3036	145770
3038	127248
3039	146693
3040	140493
3041	140599
3042	160228
3044	138533
3045	130546
3046	115552
3047	114045
3049	18512
3050	18512
3051	2197
3052	17160
3053	55017
3054	101351
3055	104514
3056	115476
3058	95783
3059	91463
3060	57246
3061	84369
3062	97856
3063	7207
3064	7207
3065	4955
3066	25127
3067	23299
3068	26205
3069	70461
3070	58644
3072	71836
3073	56951
3074	60284
3075	45396
3076	59850
