Time	Throughput
9	95524
10	112916
12	44061
13	44061
14	20574
15	19411
16	20303
18	48966
19	106362
20	98750
21	116546
22	113447
23	103654
26	27246
27	27246
28	77306
29	81317
30	104605
32	116780
33	86135
34	86076
35	80913
36	97397
37	121257
40	36267
42	50649
43	124658
44	132155
46	102761
47	76329
48	98931
49	125444
50	126270
51	88433
54	124583
56	8500
57	68167
58	207862
60	233202
61	201576
62	70820
63	143672
64	47896
65	97867
68	103652
69	3450
70	13533
71	117267
72	66504
74	63866
75	34908
76	59981
77	42592
78	64025
79	79670
82	79120
84	11714
85	18517
86	19840
88	18500
89	14664
90	39184
91	60948
92	108843
94	110704
96	116346
98	1503
99	15889
100	16743
102	110295
103	206113
104	256540
105	264295
106	263557
107	222037
108	122398
110	124509
112	107877
113	259996
114	268116
115	223726
116	247070
117	265279
118	249174
120	250523
121	273659
122	238104
123	273746
124	68073
125	68073
126	22194
128	22445
129	22446
130	23431
131	33153
132	90937
133	117549
135	78396
136	77822
138	47312
140	11795
141	18930
143	35653
144	32772
145	37567
146	60782
147	64021
148	61194
150	77898
152	30347
154	33764
156	52544
157	52960
158	56319
159	54680
160	54155
162	166644
163	219644
164	281586
165	279898
166	59316
167	2458
168	30382
170	31134
171	32251
172	31102
173	17494
174	26492
176	138510
177	212426
178	270643
180	19978
181	3974
182	17733
184	17857
185	18388
186	18170
187	18164
188	89232
189	132745
191	186284
192	82872
193	139937
195	7007
196	20213
198	34699
199	49516
200	56625
201	63872
202	72747
203	80471
204	80471
205	88313
206	97076
207	82243
208	3099
210	36358
211	178905
212	180819
213	180512
214	165506
215	177041
217	175756
218	179842
219	180204
221	68789
224	17287
225	20046
226	19868
227	20419
228	20856
229	21067
231	11180
233	16838
234	18484
235	3705
236	3705
238	30426
239	32334
240	30238
241	31101
242	66948
243	145536
245	112153
247	58430
249	21611
250	21611
252	4293
253	16502
254	12219
255	5300
261	6208
262	22192
265	9563
266	25049
267	23803
268	24562
269	24701
271	24895
272	25045
273	24003
274	24631
275	23703
277	18389
278	1227
279	71962
280	87737
281	89478
282	77273
284	325551
285	291419
286	251917
287	190059
288	211864
289	225410
290	127061
293	106632
294	288126
295	284946
296	254490
297	263081
298	267502
299	272153
300	260455
302	247537
303	228888
304	243198
305	7402
306	7583
307	23757
309	23046
310	23059
311	23081
312	23056
313	22742
315	23035
316	22457
318	16003
320	15518
322	20509
323	57577
324	129321
325	205588
326	187296
327	246668
328	228658
330	228336
332	162366
334	13302
335	15663
337	45924
338	113929
339	99325
340	168088
341	126657
342	96252
343	104341
346	61946
348	16038
349	84794
351	114743
352	184466
353	111354
354	188081
355	113887
356	126952
357	160519
359	120587
360	80894
361	4029
362	10692
363	30020
365	30994
366	280679
367	255498
368	240999
369	202742
370	204677
371	211739
372	222128
374	157316
376	36289
377	229699
378	158988
379	148671
381	153462
382	162915
383	162842
384	163381
385	171014
386	175515
388	126159
390	26199
391	156762
392	160049
394	200118
395	203481
396	214632
397	220397
398	210974
399	181015
400	180978
402	151917
404	175918
405	104499
406	208059
407	234018
408	223571
409	223571
410	266950
411	209239
412	173207
413	181891
414	173143
415	141731
418	15566
419	37182
420	79486
421	326246
422	272860
423	207147
425	185741
426	201248
427	190138
428	205115
429	135398
431	38668
433	236596
434	185900
435	203052
436	213692
437	202793
438	128197
439	209327
441	205845
443	189744
445	95615
446	278597
447	294235
448	230699
450	253300
451	257300
452	256613
453	267665
454	270561
455	209968
457	24042
458	24042
459	4442
460	219114
461	240403
462	253832
463	267388
464	200700
465	255163
467	256530
468	238271
471	57331
472	57331
473	13070
475	12992
476	12490
477	12170
478	11935
479	24022
480	42626
482	100231
483	266556
485	37790
486	37790
487	20751
488	19599
490	19859
491	19077
492	19590
493	21022
494	19571
496	20511
497	19938
498	18887
500	6489
502	17539
503	17594
504	19243
505	12004
506	14153
507	16357
509	15496
510	14504
511	11792
512	9606
514	3424
515	9074
521	3213
524	6545
525	16057
526	17305
528	7253
529	56631
531	85049
532	121418
533	64259
534	72878
535	56847
536	53425
538	51228
540	45404
541	3799
542	5127
543	10819
544	9577
546	13171
547	12669
548	11498
549	12795
550	12182
551	10832
554	11994
688	3777
689	2207
876	52610
877	9923
881	1885
882	11698
883	232988
885	238967
886	234503
888	68360
889	1668
952	1184
953	3622
955	42940
957	35729
958	1723
959	26733
961	32159
962	30680
963	143845
964	197804
965	189850
966	201712
967	217859
969	198582
970	170493
971	112983
973	25978
974	25412
976	58523
977	210380
978	238767
979	219951
980	235213
981	243501
982	237748
983	222277
985	159615
987	13880
988	108383
989	312386
990	402783
991	261128
992	361225
994	304817
995	304802
996	305746
997	314093
998	258906
