Time	Throughput
669	35234
670	33122
671	15553
674	15692
675	23083
676	31456
677	38551
678	59382
679	50569
680	35514
681	34084
683	40073
684	39473
685	29442
686	21682
687	4564
688	10255
689	10955
690	11278
691	11116
693	20074
694	23311
695	19940
696	17075
697	15482
698	12078
699	8005
701	4685
703	14359
704	4448
705	7423
706	13934
707	16977
708	11426
709	17414
710	16790
711	16885
713	16149
715	5792
716	16824
717	17377
718	16250
719	19591
720	45736
721	54760
723	64866
724	37039
725	34645
727	28865
729	22245
730	24083
732	22535
733	22793
734	130481
735	142441
736	178682
737	140758
738	164281
739	123674
740	126554
743	24648
744	153154
745	156672
746	139267
747	130492
748	141364
749	131200
751	145375
752	145220
753	145030
755	28972
756	28972
757	154921
758	178425
759	191619
761	200768
762	147851
763	145593
764	153671
765	166998
766	168940
767	160558
768	124687
771	44391
772	200910
773	230524
774	216553
775	202221
776	192612
777	223292
778	205049
779	216263
780	206101
783	58202
784	58202
785	26606
786	26777
787	26000
788	25017
789	26713
790	104707
791	186188
792	222446
794	228073
795	229565
796	251095
797	7012
798	5195
799	72266
800	216869
801	233890
802	195173
803	227857
804	179698
805	242741
807	212631
808	207496
810	129600
812	21399
813	172773
814	270399
815	155975
816	252150
817	258326
819	250908
820	236238
821	230572
822	261877
824	104200
826	50832
827	194037
828	229072
829	198872
830	216330
832	187942
833	242831
834	203156
835	186352
836	194371
838	21377
839	21377
840	206980
841	162270
842	198804
843	178065
845	177822
846	196640
847	205723
848	193826
849	165743
850	200255
851	199880
853	5916
855	19189
856	19356
857	20138
858	47784
859	199570
860	170018
861	176798
862	224159
863	163320
866	62805
868	15910
869	18716
870	68893
871	197139
872	188291
873	209196
875	247336
876	150439
877	178027
878	160552
879	187665
881	6473
882	114600
883	223735
885	157737
886	186943
887	136027
888	150874
889	141571
890	181076
891	150219
892	156482
893	51873
896	14869
897	20347
898	30994
899	81487
900	82034
901	64476
902	80159
903	79162
905	80641
906	71327
907	109286
909	11040
910	54182
911	123348
912	90083
913	81368
915	87486
916	88451
917	88202
918	87387
919	85656
921	29373
922	29373
924	56852
925	94113
926	105462
927	100139
928	97341
929	83673
930	73065
931	75283
932	78848
935	86269
937	10627
938	15507
939	51185
940	80136
941	77513
943	71326
944	73591
945	88094
946	67871
947	80717
948	88837
949	19171
950	2318
951	15625
953	14769
954	35947
955	71399
956	52656
957	67645
958	78558
959	77565
960	71280
963	49198
965	21526
966	45202
967	48338
968	42510
969	44233
970	51358
972	49494
973	40608
974	42044
975	35950
976	38255
977	5706
978	4502
979	12662
980	31575
982	44731
983	39410
984	46879
985	42391
986	49846
987	41499
988	54323
989	49465
990	14559
993	13618
994	13878
995	13184
996	13310
997	19231
998	39320
999	59374
1000	61004
1002	54678
1003	49582
1004	43142
1006	4572
1007	8902
1008	13985
1009	13323
1010	13666
1012	13726
1013	13774
1014	11703
1015	12207
1016	12473
1018	5043
1019	5043
1020	11699
1022	12684
1023	12702
1024	14104
1025	14447
1026	13406
1027	11983
1028	13797
1029	14625
1032	13479
1034	6009
1035	17633
1036	17141
1037	17464
1038	17001
1039	16129
1041	17753
1042	53355
1043	54222
1044	60356
1046	26592
1047	26592
1048	16204
1049	15290
1051	16467
1052	15947
1053	15942
1054	17736
1055	17477
1056	18578
1057	14250
1058	16783
1060	11785
1062	7228
1063	16855
1064	17305
1065	16437
1066	17008
1067	15662
1068	15635
1070	15925
1071	45092
1072	53313
1074	18174
1075	1954
1076	16856
1077	16688
1078	16804
1080	15760
1081	18625
1082	51804
1083	59668
1084	67672
1085	47574
1086	70157
1087	44330
1090	9948
1091	14849
1092	15194
1093	16600
1094	16146
1095	27509
1096	71250
1097	74527
1099	72880
1100	78961
1102	19932
1103	2385
1104	13227
1105	15121
1106	15420
1107	29359
1109	43828
1110	47332
1111	49352
1112	51360
1113	52491
1114	39189
1115	17953
1117	10505
1118	14713
1120	16778
1121	14718
1122	15394
1123	15848
1124	13864
1125	15921
1126	15334
1127	15331
1129	9963
1131	4289
1132	36792
1133	45122
1134	36258
1135	30977
1136	38816
1138	21147
1139	40042
1140	33397
1141	43081
1143	25025
1145	10704
1146	15543
1147	14413
1149	14300
1150	27009
1151	37154
1152	48053
1153	70341
1154	53205
1155	66550
1156	55723
1159	4871
1160	14047
1161	14586
1162	14651
1163	13043
1164	14972
1165	13622
1166	15003
1167	15256
1169	15478
1171	4560
1173	12906
1174	12763
1175	11940
1176	11207
1177	17286
1179	27144
1180	39704
1181	53162
1182	39708
1183	38164
1184	25920
1186	2742
1187	26812
1189	29932
1190	34294
1191	24840
1192	32022
1193	35979
1194	27730
1195	31222
1196	25624
1197	24747
1199	10053
1201	11351
1202	10949
1203	8266
1204	20936
1205	30093
1206	28969
1208	35082
1209	35760
1210	27844
1211	44870
1212	40117
1214	5798
1215	14525
1216	38206
1218	43748
1219	18544
1220	26102
1221	25752
1222	7446
1245	1702
1246	3283
1247	7430
1248	10088
1249	9554
1250	14375
1251	13682
1252	9026
1253	9557
1255	6116
1272	1396
1296	1373
1304	1235
1325	7082
1330	3336
1331	3437
1332	1446
1342	1732
1344	1319
1370	1614
1371	4369
1372	10180
1373	16271
1374	17086
1375	5126
1376	9575
1378	40286
1379	49201
1380	36564
1382	13616
1383	13616
1384	19787
1385	18007
1387	11429
1388	17918
1389	17514
1390	18841
1391	26467
