528.0	2437
529.0	2692
530.0	3506
531.0	3477
532.0	3172
533.0	3074
534.0	3965
535.0	4254
536.0	3541
537.0	3048
538.0	4150
539.0	4659
540.0	3584
541.0	1309
542.0	2045
543.0	2779
544.0	2989
545.0	4148
546.0	3432
547.0	4179
548.0	3542
549.0	4060
550.0	3919
551.0	4067
552.0	4955
553.0	4342
554.0	4995
555.0	3955
556.0	3808
557.0	4453
558.0	4927
559.0	4515
560.0	4095
561.0	5318
562.0	4664
563.0	2976
564.0	1966
565.0	3868
566.0	3709
567.0	4044
568.0	3773
569.0	3420
570.0	3332
571.0	3287
572.0	2767
573.0	1936
574.0	1741
575.0	1836
576.0	1445
577.0	1581
578.0	2968
579.0	2938
580.0	2208
581.0	2036
582.0	2676
583.0	2150
584.0	3857
585.0	3967
586.0	4642
587.0	3895
588.0	3836
589.0	4686
590.0	3036
591.0	2820
592.0	3510
593.0	3281
594.0	4223
595.0	4562
596.0	4925
597.0	4365
598.0	3558
599.0	4051
600.0	3413
601.0	3804
602.0	2938
603.0	3276
604.0	3872
605.0	3896
606.0	3693
607.0	4199
608.0	4210
609.0	3857
610.0	3857
611.0	2931
612.0	2050
613.0	3098
614.0	3646
615.0	3106
616.0	4110
617.0	3286
618.0	2984
619.0	2459
620.0	3600
621.0	3409
622.0	3985
623.0	3689
624.0	2585
625.0	1994
626.0	2614
627.0	2259
628.0	2717
629.0	2638
630.0	3244
631.0	3554
632.0	3670
633.0	3440
634.0	3758
635.0	3907
636.0	3575
637.0	2530
638.0	1061
639.0	2539
640.0	3538
641.0	2771
642.0	747
643.0	991
644.0	852
645.0	2265
646.0	2646
647.0	3393
648.0	3048
649.0	4103
650.0	4506
651.0	4675
652.0	4574
653.0	5232
654.0	4342
655.0	1981
656.0	3406
657.0	3868
658.0	3823
659.0	3344
660.0	3514
661.0	3957
662.0	4262
663.0	3588
664.0	3813
665.0	3100
666.0	2159
667.0	1744
668.0	1087
669.0	1412
670.0	723
671.0	1987
672.0	3131
673.0	3212
674.0	4088
675.0	4757
676.0	5353
677.0	5006
678.0	5044
679.0	4827
680.0	4501
681.0	4617
682.0	4164
683.0	3627
684.0	2681
685.0	1156
686.0	2009
687.0	5313
688.0	3813
689.0	2802
690.0	2510
691.0	2004
692.0	1238
693.0	2360
694.0	2568
695.0	2592
696.0	2438
697.0	1874
698.0	1072
699.0	561
700.0	1115
701.0	2031
702.0	2031
703.0	2407
704.0	2887
705.0	3050
706.0	2615
707.0	2318
708.0	2394
709.0	2676
710.0	2489
711.0	2594
712.0	2751
712.0	0
713.0	2402
713.0	888
714.0	2352
714.0	2751
715.0	1790
715.0	3366
716.0	151
716.0	3276
717.0	3162
718.0	2571
719.0	2370
720.0	2465
721.0	2435
722.0	2138
723.0	1899
724.0	2103
725.0	2172
726.0	1975
727.0	2099
728.0	2024
729.0	1926
730.0	1811
731.0	2097
732.0	2228
733.0	1948
734.0	1496
735.0	1948
736.0	2281
737.0	1928
738.0	1415
739.0	1996
740.0	2298
741.0	2362
742.0	2337
743.0	2382
744.0	2544
745.0	2587
746.0	3128
747.0	2863
748.0	3107
749.0	3860
750.0	3342
751.0	4233
752.0	3823
753.0	3798
754.0	3837
755.0	3908
756.0	4378
757.0	4330
758.0	5471
759.0	4728
760.0	4420
761.0	4260
762.0	3958
763.0	3962
764.0	4063
765.0	4017
766.0	4223
767.0	4932
768.0	5569
769.0	5038
770.0	5112
771.0	4575
772.0	5424
773.0	5182
774.0	5435
775.0	5289
776.0	4707
777.0	4985
778.0	5581
779.0	5458
780.0	4650
781.0	5482
782.0	5002
783.0	3759
784.0	2583
785.0	4618
786.0	4643
787.0	4961
788.0	5562
789.0	5210
790.0	5208
791.0	5546
792.0	4662
793.0	5243
794.0	5483
795.0	5223
796.0	5472
797.0	5330
798.0	5628
799.0	4869
800.0	5249
801.0	3554
802.0	5231
803.0	4781
804.0	5084
805.0	4972
806.0	5458
807.0	4850
808.0	5575
809.0	5336
810.0	5499
811.0	5552
812.0	5440
813.0	5552
814.0	5546
815.0	4985
816.0	3286
817.0	3260
818.0	3462
819.0	3848
820.0	3978
821.0	3935
822.0	4087
823.0	4285
824.0	4289
825.0	5192
826.0	4349
827.0	4642
828.0	5217
829.0	4229
830.0	4343
831.0	3834
832.0	3273
833.0	3170
834.0	3120
835.0	3674
836.0	3662
837.0	3933
838.0	4048
839.0	4879
840.0	5482
841.0	5418
842.0	5156
843.0	5546
844.0	4780
845.0	1984
846.0	1848
847.0	1815
848.0	1758
849.0	1437
850.0	93
851.0	3041
852.0	4144
853.0	3155
854.0	408
855.0	2138
856.0	3433
857.0	4133
858.0	3942
859.0	4102
860.0	3911
861.0	4398
862.0	4032
863.0	4083
864.0	4402
865.0	4083
866.0	4051
867.0	4045
868.0	3900
869.0	3523
870.0	4044
871.0	3635
872.0	3670
873.0	3974
874.0	3752
875.0	3931
876.0	3681
877.0	3654
878.0	3432
879.0	2616
880.0	1846
881.0	2630
882.0	4060
883.0	4270
884.0	4103
885.0	3039
886.0	3094
887.0	2892
888.0	2510
889.0	1391
890.0	2139
891.0	1627
892.0	688
893.0	1309
894.0	3541
895.0	3374
896.0	1052
897.0	4191
898.0	3585
899.0	3560
900.0	3530
901.0	3791
902.0	3779
903.0	3599
904.0	2921
905.0	2930
906.0	2971
907.0	3114
908.0	2852
909.0	2694
910.0	2472
911.0	1998
912.0	1426
913.0	1154
914.0	1062
915.0	1003
916.0	676
917.0	969
918.0	1377
919.0	1016
920.0	1074
921.0	1026
922.0	1087
923.0	699
924.0	1390
925.0	1180
926.0	888
927.0	1202
928.0	1262
929.0	1312
930.0	1367
931.0	1333
932.0	1415
933.0	1485
934.0	1507
935.0	1623
936.0	1741
937.0	1938
938.0	2197
939.0	2323
940.0	2737
941.0	2618
942.0	2878
943.0	2618
944.0	2924
945.0	2685
946.0	2653
947.0	3038
948.0	3012
949.0	3146
950.0	3207
951.0	2977
952.0	2536
953.0	2033
954.0	2849
955.0	3479
956.0	3456
957.0	2887
958.0	3305
959.0	2089
960.0	1133
961.0	1050
962.0	1179
963.0	1636
964.0	1806
965.0	989
966.0	268
967.0	1156
968.0	1109
969.0	1505
970.0	1482
971.0	1553
972.0	1319
973.0	980
974.0	1341
975.0	303
976.0	397
977.0	1471
978.0	1190
979.0	829
980.0	700
981.0	700
982.0	572
983.0	186
984.0	0
985.0	198
986.0	279
987.0	175
988.0	186
989.0	302
990.0	676
991.0	1085
992.0	677
993.0	629
994.0	3039
995.0	3327
996.0	2534
997.0	3845
998.0	3640
999.0	4172
1000.0	3414
1001.0	2930
1002.0	3246
1003.0	3417
1004.0	3226
1005.0	4479
1006.0	4488
1007.0	5114
1008.0	5283
1009.0	4577
1010.0	4489
