1.0	3855
2.0	3295
3.0	3857
4.0	3703
5.0	1867
6.0	3884
7.0	3907
8.0	3911
9.0	3822
10.0	3818
11.0	3849
12.0	3973
13.0	3810
14.0	3765
15.0	4016
16.0	3814
17.0	3826
18.0	3915
19.0	3857
20.0	3841
21.0	3791
22.0	3981
23.0	3756
24.0	3993
25.0	3853
26.0	3720
27.0	3919
28.0	3869
29.0	3196
30.0	2886
31.0	2571
32.0	2942
33.0	3129
34.0	3062
35.0	3223
36.0	3316
37.0	3706
38.0	3830
39.0	3862
40.0	3586
41.0	4062
42.0	3776
43.0	3911
44.0	3833
45.0	3780
46.0	3889
47.0	3919
48.0	3858
49.0	3872
50.0	3919
51.0	3688
52.0	3728
53.0	4156
54.0	3838
55.0	3911
56.0	3769
57.0	3923
58.0	3814
59.0	3844
60.0	3868
61.0	3783
62.0	4122
63.0	3674
64.0	3870
65.0	3249
66.0	2770
67.0	2916
68.0	2852
69.0	3199
70.0	2295
71.0	2267
72.0	2611
73.0	2485
74.0	2312
75.0	2578
76.0	1842
77.0	2384
78.0	1774
79.0	1704
80.0	2482
81.0	2882
82.0	3013
83.0	2873
84.0	2244
85.0	3723
86.0	2510
87.0	2731
88.0	1507
89.0	1533
90.0	612
91.0	792
92.0	313
93.0	671
94.0	701
95.0	175
96.0	216
97.0	396
98.0	39
99.0	390
100.0	437
101.0	600
102.0	2022
103.0	1768
104.0	1202
105.0	1491
106.0	1311
107.0	722
108.0	1085
109.0	967
110.0	1319
111.0	864
112.0	945
113.0	875
114.0	864
115.0	1155
116.0	782
117.0	875
118.0	1062
119.0	1049
120.0	1179
121.0	1131
122.0	1272
123.0	1168
124.0	479
125.0	490
126.0	362
127.0	735
128.0	840
129.0	623
130.0	596
131.0	536
132.0	548
133.0	432
134.0	561
135.0	958
136.0	1027
137.0	742
138.0	571
139.0	735
140.0	687
141.0	642
142.0	723
143.0	782
144.0	782
145.0	769
146.0	945
147.0	817
148.0	793
149.0	513
150.0	490
151.0	547
152.0	420
153.0	490
154.0	537
155.0	607
156.0	688
157.0	372
158.0	432
159.0	806
160.0	1050
161.0	1484
162.0	1482
163.0	1669
164.0	1205
165.0	1579
166.0	1880
167.0	2080
168.0	1961
169.0	2197
170.0	3397
171.0	2942
172.0	2198
173.0	3117
174.0	2487
175.0	2723
176.0	2562
177.0	2551
178.0	2244
179.0	1494
180.0	2463
181.0	2324
182.0	2561
183.0	2951
184.0	2799
185.0	3094
186.0	3109
187.0	3246
188.0	3301
189.0	2614
190.0	2618
191.0	2676
192.0	2706
193.0	2767
194.0	2895
195.0	3083
196.0	3129
197.0	3460
198.0	3409
199.0	1962
200.0	2650
201.0	2837
202.0	2814
203.0	2310
204.0	2324
205.0	1542
206.0	1599
207.0	1365
208.0	875
209.0	1833
210.0	2197
211.0	2125
212.0	2174
213.0	2115
214.0	2103
215.0	2115
216.0	2136
217.0	2095
218.0	2092
219.0	1868
220.0	1714
221.0	1694
222.0	1800
223.0	1798
224.0	1939
225.0	1891
226.0	1952
227.0	1928
228.0	1788
229.0	1936
230.0	1788
231.0	1613
232.0	1484
233.0	1567
234.0	1719
235.0	1182
236.0	1132
237.0	817
238.0	420
239.0	396
240.0	724
241.0	444
242.0	302
243.0	440
244.0	456
245.0	548
246.0	477
247.0	444
248.0	256
249.0	361
250.0	303
251.0	325
252.0	209
253.0	373
254.0	851
255.0	724
256.0	677
257.0	605
258.0	583
259.0	0
260.0	1068
261.0	794
262.0	1063
263.0	1306
264.0	759
265.0	887
266.0	793
267.0	653
268.0	585
269.0	864
270.0	910
271.0	804
272.0	863
273.0	706
274.0	607
275.0	128
276.0	871
277.0	350
278.0	620
279.0	981
280.0	1413
281.0	1658
282.0	2251
283.0	2311
284.0	2370
285.0	1413
286.0	1448
287.0	1798
288.0	2018
289.0	2533
290.0	2893
291.0	1260
292.0	1144
293.0	1819
294.0	2496
295.0	1694
296.0	1740
297.0	2611
298.0	1892
299.0	2671
300.0	2345
301.0	1436
302.0	3079
303.0	2779
304.0	2473
305.0	2577
306.0	2337
307.0	2010
308.0	2107
309.0	2207
310.0	2209
311.0	2466
312.0	3289
313.0	3449
314.0	2882
315.0	3637
316.0	3982
317.0	3920
318.0	3460
319.0	4133
320.0	1783
321.0	1221
322.0	687
323.0	1015
324.0	1541
325.0	3105
326.0	3586
327.0	3594
328.0	2856
329.0	2443
330.0	2042
331.0	1368
332.0	1833
333.0	1928
334.0	2589
335.0	3243
336.0	1669
337.0	642
338.0	840
339.0	2036
340.0	2557
341.0	2452
342.0	2276
343.0	2181
344.0	2501
345.0	2150
346.0	1870
347.0	1691
348.0	1505
349.0	944
350.0	1110
351.0	1313
352.0	759
353.0	126
354.0	2134
355.0	2503
356.0	3682
357.0	4779
358.0	3337
359.0	2947
360.0	4906
361.0	5165
362.0	5213
363.0	5514
364.0	4728
365.0	5552
366.0	5640
367.0	5078
368.0	4750
369.0	4549
370.0	2627
371.0	1152
372.0	382
373.0	0
374.0	46
375.0	1133
376.0	619
377.0	678
378.0	930
379.0	1172
380.0	1692
381.0	956
382.0	1249
383.0	0
384.0	1009
385.0	1294
386.0	2315
387.0	2905
388.0	3511
389.0	2520
390.0	1879
391.0	2037
392.0	1862
393.0	1398
394.0	412
395.0	93
396.0	1332
397.0	935
398.0	1424
399.0	1954
400.0	1684
401.0	1585
402.0	1914
403.0	2304
404.0	2741
405.0	1681
406.0	1913
407.0	1454
408.0	741
409.0	105
410.0	444
411.0	210
412.0	3401
413.0	3689
414.0	3546
415.0	3595
416.0	3777
417.0	3681
418.0	3764
419.0	3258
420.0	3968
421.0	3764
422.0	4090
423.0	3101
424.0	3365
425.0	1828
426.0	2569
427.0	2349
428.0	2241
429.0	3435
430.0	3083
431.0	2613
432.0	3476
433.0	2778
434.0	2272
435.0	2343
436.0	2541
437.0	2042
438.0	958
439.0	1693
440.0	1563
441.0	1390
442.0	1530
443.0	1618
444.0	1385
445.0	1415
446.0	1296
447.0	1413
448.0	1378
449.0	1108
450.0	1400
451.0	2278
452.0	2324
453.0	1546
454.0	2028
455.0	2483
456.0	1497
457.0	1541
458.0	1714
459.0	2466
460.0	2758
461.0	2653
462.0	3602
463.0	2887
464.0	2466
465.0	3048
466.0	3311
467.0	3316
468.0	2641
469.0	3015
470.0	3231
471.0	2787
472.0	3770
473.0	2933
474.0	3290
475.0	3286
476.0	3960
477.0	3817
478.0	4043
479.0	4466
480.0	3954
481.0	4386
482.0	5001
483.0	3960
484.0	4766
485.0	4047
486.0	4054
487.0	4064
488.0	3962
489.0	3459
490.0	2302
491.0	1764
492.0	4028
493.0	3120
494.0	3738
495.0	4993
496.0	3981
497.0	3338
498.0	897
499.0	245
500.0	5227
501.0	5446
502.0	4606
503.0	4873
504.0	4049
505.0	3547
506.0	5260
507.0	5324
508.0	3789
509.0	5458
510.0	5272
511.0	4853
512.0	4742
513.0	4886
514.0	5048
515.0	4864
516.0	4207
517.0	4892
518.0	4396
519.0	1926
520.0	3264
521.0	3818
522.0	3694
523.0	1438
524.0	1811
525.0	2628
526.0	2574
527.0	2881
